genres,release_year,popularity,budget,runtime,vote_count,vote_average,revenue
TV Movie|Drama|History|War,1995,0.319605,0,106,15,5.7,0
Drama|Thriller,1995,0.314238,0,90,14,4.6,0
Comedy|Drama|Romance,1995,0.313647,0,96,16,7.1,718490
Action|Adventure|Comedy|Family,1995,0.310112,0,100,19,5.4,0
Drama|History|Romance,1995,0.307976,50000000,135,61,5.3,10382407
Drama|Mystery|Thriller,1995,0.298783,27000000,102,43,6.1,16140822
Horror|Thriller,1995,0.287963,500000,92,20,5.4,0
Action|Adventure|Comedy|Family,1995,0.287343,0,107,16,4.8,0
Drama|Thriller,1995,0.286585,0,111,24,5.8,0
Action|Adventure|Drama|Family,1995,0.284183,0,97,18,5.7,0
Comedy|Thriller|Crime|Drama,1995,0.283428,0,92,25,6.6,442965
Adventure|Action|Comedy|Family,1995,0.281576,0,85,14,4.1,0
Drama|Horror,1995,0.279794,0,82,15,5.2,0
Comedy|Drama|Family,1995,0.275609,12000000,100,41,6.3,27400000
History|Crime|Drama,1995,0.275559,0,105,25,6.7,0
Action|Comedy|Drama|Thriller,1995,0.269228,0,88,14,3.8,17014653
Comedy|Fantasy,1995,0.847782,0,87,16,3.5,0
Drama|Family,1995,0.421679,0,137,47,6.8,106269971
Drama|Romance,1995,0.25404,19000000,117,13,6.2,0
Action|Adventure|Drama|Family,1995,0.252852,0,87,13,6.1,0
Action|Adventure|Drama|Family,1995,0.252843,0,81,12,5.3,0
Adventure|Family|Fantasy,1995,0.246552,45000000,96,62,5.8,0
Drama|Crime,1995,0.235135,0,99,128,6.5,180000000
Drama|Romance,1995,0.229751,0,104,12,6.6,0
Drama|History|War|Romance,1995,0.079703,0,109,28,6.6,0
Foreign|Horror|Mystery,1995,0.205712,0,108,13,5.8,0
Comedy|Drama|Romance,1995,0.200906,16000000,127,18,6.1,81452156
Documentary,1995,0.194889,0,225,11,8.5,0
War|Adventure|Drama|Romance,1995,0.194078,35000000,135,17,6.4,15000000
Comedy|Romance,1995,0.193125,0,106,10,6.3,0
Drama|Romance,1995,0.189446,10000000,116,16,6.6,23574130
Animation|Adventure|Family,1995,0.18332,28000000,74,11,4.8,3983912
Thriller|Romance,1995,0.183034,6400000,86,15,4.5,6
Romance|Drama|Crime,1995,0.162423,0,127,13,6.5,38290723
Comedy|Fantasy|Horror,1995,0.144385,0,90,16,5.5,0
Mystery|Crime|Drama,1995,0.141747,25000000,128,26,6.7,13071518
Action|Adventure|Science Fiction|Thriller,1995,0.141372,0,93,19,3.7,0
Action|Thriller|Crime,1995,0.137344,0,104,11,5.3,0
Adventure|Action|Western|Thriller|Mystery,1995,0.132101,0,118,14,7,0
Drama,1995,0.118215,8000000,89,14,5,0
,1995,0.028874,0,103,44,6.7,0
Horror|Thriller,1995,0.105894,6,98,13,5.1,11
Comedy|Drama|Romance,1995,0.114996,0,101,12,5.3,0
Action|Comedy|Crime|Drama,1995,0.052554,0,80,23,5.3,0
Action|Comedy|Family,1995,0.082068,0,96,20,5.4,0
Comedy,1995,0.064672,13365000,106,12,7.2,0
Comedy|Documentary|Foreign,1995,0.013131,0,53,15,5.4,0
Action|Adventure|Comedy|Family|Thriller,1995,0.018196,6000000,86,10,4.7,5093707
Crime|Thriller,1992,4.586426,1200000,99,2018,7.9,14661007
Animation|Family|Comedy|Adventure|Fantasy,1992,3.966538,28000000,90,2121,7.3,504050219
Comedy|Family|Adventure|Crime,1992,3.822939,18000000,120,1426,6.2,358991681
Action|Crime|Fantasy|Science Fiction|Thriller,1992,2.248239,80000000,126,922,6.5,280000000
Science Fiction|Action|Horror,1992,1.919148,50000000,114,850,6,159773545
Adventure|Action|Comedy|Thriller|Crime,1992,1.574949,35000000,118,468,6.1,321731527
Romance|Horror,1992,1.432653,40000000,128,545,6.8,215862692
Fantasy|Horror|Comedy,1992,1.375348,11000000,81,446,7.2,0
Action|Thriller,1992,1.283709,35000000,103,204,5.9,156563139
Fantasy|Comedy,1992,1.221476,0,104,334,6.1,0
Drama|Thriller,1992,1.199355,40000000,138,502,6.9,243240178
Comedy,1992,1.16983,20000000,94,421,6.5,121697323
Comedy|Family,1992,1.100749,0,87,192,5.6,147214049
Thriller|Mystery,1992,1.070577,49000000,127,444,6.4,352927224
Thriller|Action|Science Fiction|Crime,1992,1.014049,23000000,102,198,5.8,0
Crime|Drama|Mystery,1992,0.980566,12500000,100,148,7.2,10725228
Adventure|Comedy|Family|Science Fiction,1992,0.964004,40000000,89,131,4.8,58662452
Adventure|Drama|Action|Comedy|Thriller,1992,0.883759,0,126,165,6.6,105232691
Crime|Drama,1992,0.851712,1000000,96,63,6.3,2019469
Western,1992,0.84158,14000000,131,602,7.5,159157447
Music|Comedy,1992,0.834109,31000000,100,320,6.2,231605150
Comedy|Drama,1992,0.808779,0,115,155,6.2,90753806
Action|Adventure|Drama|History,1992,0.782091,47000000,154,81,6.1,7191399
Horror,1992,0.776089,8000000,100,50,5,17092453
Drama,1992,0.775666,31000000,157,435,7.1,134095253
Action|Adventure|Thriller,1992,0.767389,15000000,84,138,5.4,44065653
Horror|Comedy,1992,0.766646,3000000,104,166,7.4,242623
Action|Thriller|Science Fiction,1992,0.751681,8000000,95,78,5.4,6739141
Drama,1992,0.745897,0,123,133,6.7,43440294
Thriller|Action|Drama|Music|Romance,1992,0.740663,25000000,129,338,6.1,411006740
Action|Drama|Thriller,1992,0.716557,0,94,51,6.5,0
Thriller,1992,0.702115,0,93,32,5.3,0
Comedy|Drama,1992,0.700187,0,101,16,6.3,0
Comedy|Family|Fantasy|Drama,1992,0.687197,0,85,96,7.1,27281507
Action|Comedy,1992,0.686807,0,87,121,4.6,70611210
Drama|Action|Thriller|Crime,1992,0.685325,45000000,117,219,6,178051587
Comedy|Family,1992,0.682353,10000000,101,101,6.5,50752337
Drama|Mystery,1992,0.67938,10000000,125,140,6.8,4160851
Comedy|Drama,1992,0.675696,8000000,124,75,6.4,21706101
Horror|Thriller|War,1992,0.651726,5000000,93,64,5.1,12534961
Drama|History,1992,0.648937,34000000,202,201,7,48169908
Romance|Drama|Fantasy,1992,0.640818,4000000,93,23,6,0
Drama,1992,0.640275,0,106,52,6.4,14715067
Fantasy|Comedy|Science Fiction,1992,0.633704,0,118,83,4.9,23278931
Drama|Romance,1992,0.596775,0,140,44,6.2,25966555
Action|Adventure|Drama|History|Romance,1992,0.566939,40000000,112,422,6.8,75505856
Action|Crime|Thriller,1992,0.548648,220000,81,116,6.5,2040920
Drama|Thriller,1992,0.539261,11700000,110,79,6.4,88036683
Thriller|Drama|Romance,1992,0.529727,5000000,139,52,6.9,1862805
Science Fiction,1992,0.524767,0,110,37,5.1,0
Documentary,1992,0.521669,4000000,96,89,7.6,0
Drama|Comedy|Thriller|Mystery,1992,0.518807,42000000,117,34,6.2,0
Drama,1992,0.499566,27000000,132,17,6.4,14683921
Drama|Romance,1992,0.477457,0,111,40,6.6,7532911
Drama|Thriller|Romance,1992,0.475272,0,117,31,5.7,28590665
Adventure|Fantasy|Drama|Science Fiction|Romance,1992,0.474174,0,102,143,5.8,128000000
Drama|Romance|Thriller,1992,0.468679,0,132,15,6.1,21621000
Comedy|Drama|Family,1992,0.467233,40000000,128,185,6.6,107458785
Drama,1992,0.460532,0,110,66,6.8,5101632
Comedy|Romance,1992,0.451555,0,97,34,5.4,754935
Comedy|Drama,1992,0.440854,11000000,120,182,7,64088552
Animation|Comedy|Fantasy,1992,0.440769,0,102,68,5.1,14110589
Romance|Crime|Drama|Thriller,1992,0.420957,3705538,112,67,6.7,62548947
Fantasy|Animation|Science Fiction|Family,1992,0.541739,0,76,79,6.2,32710894
Drama|Comedy|Romance,1992,0.410039,40000000,117,69,5.5,70100000
Horror|Thriller|Science Fiction,1992,0.382463,10000000,108,82,5.2,32101000
Drama|Horror|Thriller,1992,0.397495,6000000,99,111,6,25792310
Drama,1992,0.392092,0,143,113,7.4,0
Adventure,1992,0.38545,40000000,106,57,5.8,0
Drama|Thriller,1992,0.452873,0,108,13,5.3,0
Comedy|Romance,1992,0.379036,0,102,54,5.5,0
Crime|Thriller,1992,0.367997,23000000,117,25,5.6,57138719
Action|Adventure|Comedy|Family,1992,0.437073,24000000,100,29,5.8,22518097
Action|Comedy|Drama|Fantasy|Science Fiction,1992,0.354374,40000000,99,58,5.3,14358033
Drama,1992,0.348536,0,127,15,7.8,0
Comedy|Drama,1992,0.347179,0,102,15,6.6,0
Action|Thriller,1992,0.346362,10000000,95,18,6.2,14356479
Comedy|Family,1992,0.346225,0,88,91,5.6,0
Action|Comedy|Horror,1992,0.27017,0,86,84,5.2,0
Action|Adventure|Crime|Mystery|Thriller,1992,0.344615,0,119,27,5.6,0
Comedy|Drama|Romance,1992,0.310951,0,101,37,6.6,25105517
Adventure|Drama|Romance|Western,1992,0.309976,60000000,140,153,6.2,137783840
Drama,1992,0.303912,35000000,114,26,6.3,4651977
Action|Crime|Drama|Thriller,1992,0.296309,5000000,96,55,7.1,20146880
Comedy|Drama|Music|Romance,1992,0.358923,0,99,52,6.4,18472850
Action|Comedy|Foreign,1992,0.294331,10000000,89,40,6.3,8359717
Action|Drama,1992,0.291459,0,101,10,5.1,9
Comedy,1992,0.283133,0,112,35,5.8,46434570
Thriller,1992,0.278857,16000000,107,60,6,48017402
Horror|Mystery|Thriller,1992,0.270933,8000000,103,13,6.2,0
Drama|Romance,1992,0.269621,0,105,30,7,0
Crime|Drama|Romance,1992,0.266,0,125,12,6.7,0
Comedy|Romance,1992,0.265227,0,108,16,5.8,20000000
Thriller|Comedy|Horror|Science Fiction,1992,0.260003,0,100,14,4.4,0
Drama|Romance|Crime,1992,0.140485,0,110,13,5.6,0
Comedy|Horror|Mystery|Thriller,1992,0.256639,0,95,14,4.5,8403433
Fantasy|Thriller|Horror,1992,0.250137,0,91,43,4.9,30524763
Drama|Comedy|Romance,1992,0.23666,0,105,11,5,22697691
Adventure|Action|Family|Comedy,1992,0.233105,0,84,44,5.5,0
Thriller|Action|Horror|Science Fiction|Crime,1992,0.230129,0,90,31,5.6,0
Crime|Drama|Mystery,1992,0.220131,20000000,124,34,5.6,11390479
Comedy|Drama|Romance,1992,0.218442,0,108,21,4.8,0
Action|Comedy|Romance|Thriller,1992,0.217364,25000000,96,39,5.8,0
Mystery|Thriller,1992,0.21162,0,116,27,5.9,0
Action|Crime|Drama|Mystery|Thriller,1992,0.345107,0,101,10,5.2,0
Animation|Family,1992,0.198525,0,84,48,5.7,0
Action|Thriller|Crime,1992,0.134051,0,107,15,6.2,0
Drama|Music|Family,1992,0.19357,15000000,121,33,6.2,0
Action|Comedy|Drama,1992,0.089502,17000000,98,11,6.3,4836637
Drama|Music,1992,0.202017,0,104,11,5.6,6742168
Drama|Horror|Thriller|Crime,1992,0.47175,12000000,91,16,5.5,37170057
Action|Adventure|Crime|Thriller,1992,0.180399,0,101,14,5.9,0
Romance|Comedy|Drama,1992,0.466927,0,108,38,5.9,0
Science Fiction|Thriller,1992,0.155454,0,94,19,5,0
Action|Comedy|Crime,1992,0.153994,0,102,30,5.5,0
Comedy|Horror|Thriller|Crime,1992,0.139537,0,112,16,6.4,0
Drama,1992,0.148185,0,115,16,5.5,17530973
Action|Adventure|Drama|Family,1992,0.144296,0,101,15,5.7,0
Drama|Romance,1992,0.138521,0,105,15,7.1,1666511
Action|Comedy|Thriller|Crime|Romance,1992,0.137921,17000000,97,16,5.8,0
Crime|History,1992,0.13229,35000000,140,31,5.8,0
Comedy|Drama|Foreign|Romance,1992,0.128025,0,109,13,6.9,0
Drama,1992,0.234375,0,135,52,6.2,7286388
Action|Fantasy,1992,0.094497,4439832,107,18,6.6,0
Comedy|Foreign,1992,0.077819,0,100,27,6.4,0
Comedy|Drama|Romance,1992,0.063684,3000000,94,33,6.3,33946224
Comedy|Family,1992,0.049061,0,90,18,5.7,0
Comedy|Fantasy,1992,0.342334,0,87,19,6.4,0
Comedy,1992,0.035384,0,61,10,8.4,0
Drama|Romance|Thriller,1992,0.028515,0,93,11,4.8,0
Drama|Music|Romance,1992,0.074004,0,112,12,7.3,0
Adventure|Comedy|Family|Science Fiction,1992,0.071358,0,88,10,4.8,0
Comedy|Science Fiction,1992,0.006863,0,26,11,4,0
Adventure|Action,1981,4.5783,18000000,115,2506,7.5,389925971
Romance|Comedy,1981,1.94717,2800000,87,10,6.1,26279000
Adventure|Action|Thriller,1981,1.771093,28000000,127,268,6,195312802
Adventure|Animation|Drama|Family,1981,1.278646,12000000,82,498,6.9,29800000
Adventure|Action|Thriller|Science Fiction,1981,1.248748,2000000,95,501,7.1,24600832
Comedy,1981,1.114068,11000000,92,91,6.3,31672907
Horror|Comedy,1981,1.055415,10000000,97,284,7,31973249
Animation|Science Fiction,1981,1.029422,9300000,90,73,6.3,0
Horror,1981,1.021218,350000,85,426,7.2,29400000
Science Fiction|Action,1981,1.003963,6000000,99,336,6.5,50000000
Adventure,1981,0.995357,0,140,107,6.5,34967437
Drama,1981,0.683132,0,109,28,6.6,19255967
Drama|History,1981,0.6599,5500000,123,93,6.6,58972904
Horror|Thriller,1981,0.61576,1250000,87,134,6.2,21722776
Action|Drama|History|Thriller,1981,0.614293,0,105,17,5.8,0
Adventure|War|Drama|History,1981,0.592041,0,112,42,7,5732587
Horror|Thriller,1981,0.564939,2500000,92,162,6.4,25533818
Romance|Crime|Drama,1981,0.521554,12000000,122,36,6.3,0
Comedy|Drama|Romance,1981,0.514549,7000000,97,45,6.4,95461682
Thriller|Horror|Mystery,1981,0.510003,1750000,101,12,5.8,100000
Romance|Drama,1981,0.502896,0,116,16,5.5,0
Comedy,1981,0.473893,4000000,94,75,6,125728258
Drama|History,1981,0.469885,32000000,195,25,6.5,40382659
Comedy,1981,0.439555,18000000,95,64,6.3,72179579
Drama|Romance|Thriller,1981,0.426376,12000000,116,16,6.8,40716963
Family|Fantasy|Science Fiction|Adventure|Comedy,1981,0.41618,5000000,116,112,6.1,42365581
Horror|Science Fiction|Thriller,1981,0.390801,4100000,103,93,6.2,14225876
Action|Drama,1981,0.383124,0,116,73,6.5,0
Action|Crime|Drama|Thriller,1981,0.374104,0,122,41,7,4300000
Horror|Drama|Romance,1981,0.346695,145786,84,14,4.8,0
Action|Comedy,1981,0.435412,10000000,106,108,6.5,85300000
Science Fiction,1981,0.336233,16000000,112,62,5.7,17374595
Action|Adventure|Thriller,1981,0.332694,0,108,32,6.8,0
Drama|Horror|Thriller,1981,0.325065,0,108,54,5.7,20471382
Horror|Mystery,1981,0.312053,3000000,94,18,5.9,216166
Drama|Mystery|Thriller,1981,0.308408,18000000,108,90,7.4,12000000
Music,1981,0.302908,0,138,14,8.5,0
Action|Drama,1981,0.300086,0,97,10,5,0
Crime|Drama|Mystery|Thriller,1981,0.299056,0,88,13,6.9,0
Drama,1981,0.294276,0,155,11,6,0
Fantasy,1981,0.29368,18000000,108,21,6.7,6000000
Comedy,1981,0.267848,0,88,13,6.7,0
Drama|Romance,1981,0.266009,0,124,12,6.7,2689068
Drama|Horror,1981,0.265411,1000000,91,58,6.3,17985893
Action|Crime|Thriller,1981,0.251658,5000000,99,42,6.6,19905359
Comedy|Drama,1981,0.244096,0,110,34,7.6,0
Drama,1981,0.237765,14000000,126,35,6.3,35856053
Horror|Crime|Drama|Thriller,1981,0.237359,62000,81,23,5.5,0
Action|Drama|Romance|Thriller,1981,0.084715,0,112,20,5.9,18000000
Adventure|Horror,1981,0.210765,0,93,21,4.8,0
Adventure|Fantasy|Family,1981,0.20326,15000000,118,96,6.7,41092328
Action|History|War,1981,0.193253,35000000,173,17,7.3,0
Crime|Family|Comedy,1981,0.177964,0,95,34,6.8,0
Drama|Mystery|Thriller|Crime,1981,0.136609,3000000,105,12,5.5,0
Crime|Drama|Action|Thriller,1981,0.1761,0,122,14,5.9,35610100
Comedy|Horror|Mystery,1981,0.14098,0,86,13,4.8,0
Action|Adventure|Horror|Science Fiction,1981,0.174968,700000,81,13,5.1,0
Comedy|Action|Adventure,1981,0.164888,0,90,20,6.1,0
Drama|Horror|Thriller,1981,0.169913,0,110,10,5.7,0
Horror|Thriller,1981,0.196736,1500000,91,38,5.9,0
Drama|Horror|Thriller|Mystery,1981,0.166441,0,110,11,5.8,0
Horror,1981,0.161586,0,96,17,6,0
Comedy,1981,0.09047,0,110,34,6.6,0
Science Fiction|Thriller,1981,0.156406,0,94,10,4.2,0
Comedy|Adventure,1981,0.143798,0,91,12,5.9,0
Horror,1981,0.128101,0,101,15,5.9,0
Thriller|Horror|Mystery,1981,0.123622,2200000,90,21,6.4,0
Drama,1981,0.207373,0,129,13,6,0
Drama|Horror|Thriller,1981,0.100612,17000000,115,18,5.6,0
Comedy,1981,0.049718,8500000,94,14,4.4,29916207
TV Movie|Horror|Mystery,1981,0.089413,0,96,10,4.6,0
Animation|Music,1981,0.087937,0,96,14,6.4,6000000
Documentary|Music,1981,0.071421,100000,100,16,7.2,0
Comedy|Romance,1981,0.069544,0,91,13,6.2,0
Horror|Thriller,1981,0.064153,0,85,12,6,0
Comedy|Family|Science Fiction,1981,0.062235,0,88,13,4.7,0
Comedy|Romance,1981,0.062202,0,103,11,4.5,15578237
Documentary,1981,0.047479,0,55,11,5.1,0
Thriller|Horror|Mystery,1981,0.059877,1000000,89,14,6,0
Crime|Action|Drama,1981,0.046679,0,100,11,5.5,0
Drama|Thriller|Crime,1981,0.254886,0,167,17,6.6,0
Adventure|Comedy|Science Fiction,1981,0.150674,0,150,17,6.5,0
Action|Adventure|Science Fiction,1996,4.480733,75000000,145,2000,6.6,816969268
Adventure|Action|Thriller,1996,3.293387,80000000,110,1754,6.5,457696359
Drama|Crime,1996,2.94792,4000000,93,1163,7.6,16491080
Crime|Drama|Thriller,1996,2.775756,7000000,98,1093,7.6,60611975
Action|Adventure|Thriller,1996,2.055908,75000000,136,930,6.8,335062621
Comedy|Fantasy|Science Fiction,1996,2.036325,70000000,106,806,5.9,101371017
Drama|Romance,1996,1.920156,14500000,120,754,6.6,147298761
Family|Fantasy|Animation,1996,1.894423,100000000,91,605,6.6,100138851
Adventure|Animation|Family,1996,1.84108,0,81,308,6.2,0
Animation|Comedy|Drama|Family|Fantasy,1996,1.617244,80000000,88,677,6.3,230000000
Action|Drama|Mystery|Thriller,1996,1.585785,100000000,115,306,5.5,242295562
Comedy|Family,1996,1.419885,54000000,103,367,5.5,320689294
Drama|Fantasy|Romance|Science Fiction,1996,1.392981,32000000,123,164,6,152036382
Horror|Action|Thriller|Crime,1996,1.353504,19000000,108,863,6.9,25836616
Crime|Drama|Thriller,1996,1.325627,40000000,149,263,7,152266007
Science Fiction|Action|Adventure|Thriller,1996,1.323991,46000000,111,426,6.8,150000000
Comedy,1996,1.303236,12000000,92,435,6.4,41205099
Comedy|Family,1996,1.294658,60000000,89,306,5.5,129832389
Crime|Horror|Mystery,1996,1.286189,14000000,111,779,6.9,173046663
Action|Crime|Drama|Mystery|Thriller,1996,1.255866,65000000,120,164,6.4,89456761
Comedy|Drama|Romance,1996,1.117552,50000000,139,561,6.5,273552592
Comedy|Family|Fantasy,1996,1.108452,36000000,98,451,6.8,33459416
Fantasy,1996,1.108366,57000000,103,273,6.1,115267375
Fantasy|Comedy|Romance|Science Fiction,1996,1.10451,54000000,95,334,5.4,128769345
Action|Adventure|Thriller,1996,1.056168,80000000,115,189,5.6,159212469
Action|Adventure,1996,1.049888,30000000,95,63,5.1,57400547
Adventure,1996,1.04502,50000000,107,153,5.3,60209334
Drama|Romance|War,1996,1.044304,27000000,162,287,6.9,231976425
Action|Adventure|Drama|Thriller,1996,1.000489,55000000,133,128,5.5,121969216
Action|Adventure|Drama,1996,0.975473,92000000,113,546,5.9,494471524
Action|Thriller,1996,0.962736,80000000,117,235,6.2,309492681
Action|Comedy|Drama|Family,1996,0.944667,0,104,53,5.4,22955097
Comedy|Drama|Thriller,1996,0.938162,47000000,96,283,5.4,102825796
Crime|Drama|Thriller,1996,0.928256,44000000,147,371,7.2,165615285
Horror|Comedy,1996,0.923851,30000000,110,184,6.5,29359216
Action|Adventure|Drama|Thriller,1996,0.902697,50000000,108,244,5.5,150270147
Drama|Thriller|Romance,1996,0.892349,10000000,100,91,6.4,0
Action|Adventure|Science Fiction|Thriller,1996,0.891372,50000000,97,189,5.4,42277365
Drama,1996,0.870461,36000000,129,122,6.5,20300385
Action|Mystery|Science Fiction|Thriller,1996,0.862047,25000000,115,82,5.7,14048372
Romance|Drama|Thriller|Crime,1996,0.833267,4500000,108,100,6.5,7011317
Comedy|Romance,1996,0.802896,200000,94,129,6.9,4505922
Drama|Thriller|Crime,1996,0.794822,50000000,115,108,4.4,113309743
Drama|Mystery|Thriller,1996,0.79243,55000000,116,103,5.6,18626419
Comedy|Drama|Science Fiction,1996,0.779012,45000000,113,171,5.8,58620973
Crime|Drama|Mystery|Thriller,1996,0.759509,30000000,129,317,7.3,102616183
Action|Science Fiction,1996,0.748964,0,98,54,4.2,3793614
Drama|Thriller|Mystery|War,1996,0.745574,46000000,117,134,6.1,100860818
Drama|Comedy|Romance,1996,0.737519,20000000,101,69,6.3,0
Comedy|Drama,1996,0.730181,0,108,120,6.8,34585416
Horror|Thriller,1996,0.708074,0,92,55,5.1,0
Comedy,1996,0.701814,0,89,80,6.4,0
Comedy|Crime,1996,0.694371,0,104,31,5.6,0
Drama|Action|Crime,1996,0.693264,9000000,118,37,7,41590886
Drama|Romance,1996,0.692109,0,144,28,6.3,3692836
Fantasy|Drama|Horror|Thriller,1996,0.690292,15000000,101,184,6.2,24769466
Comedy|Family,1996,0.682367,0,108,15,5.1,0
Comedy|Romance,1996,0.682275,0,108,71,5.7,97529550
Horror|Thriller|Science Fiction,1996,0.670801,4000000,86,52,4.8,16675000
Comedy,1996,0.649357,0,92,54,5.8,0
Comedy,1996,0.642274,27000000,113,126,6.4,25023434
Fantasy|Drama|Comedy|Science Fiction|Romance,1996,0.635964,40000000,124,33,5.5,48093211
Action|Drama|Thriller,1996,0.630167,0,102,15,6.2,258263
Action|Adventure|Crime|Drama|Thriller,1996,0.623818,45000000,92,52,4.5,0
Action|Adventure|Comedy|Thriller,1996,0.618796,25000000,84,78,5.2,22611954
Comedy|Romance,1996,0.581975,0,93,41,5.5,0
Horror|Comedy,1996,0.578849,15000000,87,27,4.9,5
History|Drama|Music,1996,0.576744,55000000,134,59,5.9,141047179
Comedy|Thriller,1996,0.573672,0,92,22,5.5,0
Drama|Thriller,1996,0.571393,0,111,31,5.9,0
Drama|Thriller|Romance,1996,0.569297,0,97,74,6.2,0
Comedy|Romance,1996,0.566517,7000000,92,28,6.2,14702438
Comedy|Drama|Romance,1996,0.565953,0,90,35,7,1500000
Crime|Drama|Thriller,1996,0.559817,6000000,97,17,5.8,0
Comedy|Fantasy|Science Fiction,1996,0.551009,45000000,117,73,5.2,0
Drama|History,1996,0.548582,2962051,108,53,6.7,3011195
Action,1996,0.544411,0,89,25,5.8,0
Action|Thriller,1996,0.541018,0,114,28,5.9,0
Action|Crime|Drama|Thriller,1996,0.537577,67000000,101,131,6,47267001
Action|Adventure|Thriller,1996,0.537381,25000000,100,52,5.1,51702483
Action|Comedy|Thriller,1996,0.529152,25000000,98,20,5.3,17193231
Comedy,1996,0.526025,0,114,20,6.4,0
Comedy|Romance,1996,0.524241,0,118,12,5.1,0
Comedy|Romance,1996,0.519242,3500000,96,42,5.7,9482579
Drama|Romance,1996,0.512197,0,112,21,6.8,0
Drama|Thriller,1996,0.506901,20000000,101,28,6.1,0
Animation|Comedy,1996,0.49394,12000000,81,99,6.2,0
Action|Fantasy|Thriller,1996,0.491539,13000000,84,69,5.7,17917287
Drama|History,1996,0.490146,25000000,124,57,6.3,0
Drama|Thriller|Romance,1996,0.488458,0,106,15,4.3,0
Comedy|Crime|Drama,1996,0.481121,7000000,91,128,6.7,560069
Adventure|Animation|Family,1996,0.478051,38000000,79,222,6.1,28921264
Action|Comedy|Music|Family|Adventure,1996,0.477835,0,100,50,6.2,34327391
Comedy|Drama|Romance,1996,0.477489,6000000,121,77,6.5,22231658
Comedy,1996,0.473009,0,117,149,6.8,185260553
Comedy|Drama|Romance,1996,0.471398,45000000,135,64,5.6,53854588
Comedy,1996,0.471176,0,86,23,5.3,21302121
Comedy,1996,0.468045,26000000,103,80,6.4,116400000
Family|Animation|Adventure,1996,0.467664,0,74,36,5.6,0
Drama|History|Romance,1996,0.459939,3000000,117,20,6.1,4109095
Drama,1996,0.455716,1000000,135,87,6.9,24475416
Drama,1996,0.453398,4500000,142,45,6.7,13417292
Drama,1996,0.451015,0,98,66,6.3,0
Drama|Romance,1996,0.447302,0,87,13,5.2,19030691
Action|Adventure|Drama|Family,1996,0.445287,0,107,45,6.3,0
Crime|Drama|Thriller,1996,0.44292,26000000,101,17,5.6,0
Drama|Horror|Thriller|Romance,1996,0.442104,47000000,104,26,5.4,12379402
Adventure|Comedy|Drama|Family,1996,0.44115,0,89,52,6.1,32709423
Adventure,1996,0.435293,50000000,109,104,6.3,75000000
Drama|Comedy|Romance,1996,0.426991,0,134,10,5.2,0
Drama,1996,0.419834,0,103,13,6.3,1814290
Drama|Mystery|Science Fiction|Thriller,1996,0.298488,18000000,106,10,5.1,0
Drama,1996,0.331486,0,105,58,7.1,0
Action|Drama|Thriller,1996,0.410235,0,100,10,7,0
Family|Comedy,1996,0.408296,30000000,93,12,5.4,0
Drama|Romance,1996,0.401898,7000000,123,20,6.7,405000
Drama,1996,0.383469,0,242,51,6.7,0
Drama|Thriller,1996,0.397288,44000000,118,46,5.5,0
Drama|Mystery|Romance,1996,0.397139,5000000,135,27,6.6,13269963
Adventure|Family,1996,0.340804,25530000,95,47,5.5,20080020
Drama,1996,0.390089,0,107,19,6.6,0
Comedy,1996,0.387081,0,90,17,5.6,0
Action|Science Fiction,1996,0.385797,0,92,11,3.3,2409225
Comedy|Drama|Romance,1996,0.384097,0,112,44,6.4,0
Drama|Romance,1996,0.383389,0,116,48,6.5,0
Drama|Mystery|Thriller,1996,0.38283,25000000,132,12,4.8,0
Drama|Mystery|Thriller,1996,0.378444,0,107,33,6.2,0
Horror|Action|Comedy|Science Fiction,1996,0.375865,4000000,100,98,5.8,0
Fantasy|Comedy|Science Fiction|Family,1996,0.36904,20000000,93,39,3.7,0
Drama|Thriller,1996,0.366286,50000000,113,26,6,22540359
Action|Drama,1996,0.36509,38000000,129,41,6.2,10300000
Comedy|Family,1996,0.370402,0,90,45,5.5,0
Comedy|Drama|Thriller,1996,0.361648,3000000,110,30,6.6,0
Action|Comedy,1996,0.354768,18000000,81,59,5.1,0
Action|Comedy|Drama|Thriller,1996,0.350241,0,99,14,5.6,0
Drama|Thriller,1996,0.349723,35000000,108,17,5.8,0
Adventure|Action,1996,0.347219,45000000,100,69,4.9,17300889
Animation|Family|Fantasy,1996,0.347013,0,90,29,5,0
Comedy,1996,0.346432,15000000,88,39,4.6,0
Comedy|Drama,1996,0.3383,0,101,14,6.9,0
Comedy|Drama|Fantasy,1996,0.334345,0,105,84,5.5,119718203
Drama|Thriller,1996,0.331074,38000000,118,31,5.3,17380126
Comedy,1996,0.324489,0,87,50,6.3,32
Romance|Animation|Family|Adventure|Fantasy,1996,0.322048,0,82,30,4.8,8620678
Comedy|Drama,1996,0.319461,0,91,13,5.3,0
Drama|Thriller,1996,0.317794,28000000,132,47,6.1,16900000
Comedy|Family,1996,0.314037,17000000,89,10,5,0
Comedy|Family,1996,0.054654,0,94,11,3.6,0
Comedy|Drama|Romance,1996,0.313033,42000000,126,21,6.3,0
Drama|Romance,1996,0.311699,60000000,119,19,5.2,0
Family|Comedy|Fantasy,1996,0.309524,0,89,30,6,0
Documentary,1996,0.306603,0,112,15,7,0
Action|Thriller|Science Fiction,1996,0.301638,0,87,16,3.4,0
Comedy|Romance|Drama,1996,0.179962,0,107,22,6.5,0
